TEMPERATURE,HUMIDITY,ALTITUDE,PRESSURE,LIGHT,RAIN,CLIMATE_PREDICTION
36.789,50.075,30394.666,2.434,301.476,632.476,Breeze
32.246,60.785,30480.679,2.456,890.766,243.506,Summer
35.996,43.68,30777.241,2.395,483.314,983.548,Monsoon
29.561,83.072,30768.73,2.402,286.146,333.738,Summer
36.412,72.769,30609.587,2.487,881.869,726.415,Summer
30.624,57.644,30218.08,2.426,909.826,690.441,Summer
32.824,81.773,30818.884,2.45,518.195,722.216,Monsoon
27.462,51.049,30647.242,2.433,529.255,486.995,Breeze
37.886,46.464,30221.262,2.428,865.602,166.899,Summer
34.82,84.475,30480.644,2.483,855.324,982.007,Monsoon
37.024,56.597,30997.206,2.371,957.223,272.373,Summer
27.91,84.183,30328.38,2.386,720.72,792.748,Monsoon
25.948,71.055,30116.561,2.376,228.904,223.816,Summer
29.721,86.122,30021.667,2.453,618.193,353.077,Breeze
32.234,76.151,30184.632,2.474,439.152,603.898,Monsoon
36.233,47.641,30186.966,2.372,58.932,472.122,Summer
30.568,80.498,30858.068,2.328,240.258,962.44,Breeze
28.779,49.507,30156.155,2.399,249.969,862.917,Breeze
30.216,73.457,30862.651,2.497,118.1,929.611,Monsoon
34.851,65.018,30086.717,2.341,515.052,676.627,Breeze
29.707,74.14,30906.644,2.39,573.598,297.024,Monsoon
38.708,76.66,30256.354,2.354,393.813,566.649,Monsoon
27.45,78.361,30611.498,2.485,471.224,788.98,Breeze
35.543,79.739,30159.727,2.41,617.957,158.246,Breeze
33.248,80.278,30390.056,2.416,158.917,876.805,Monsoon
28.263,61.153,30085.768,2.302,631.641,668.216,Breeze
35.551,82.126,30579.528,2.431,789.62,751.214,Monsoon
31.266,74.662,30345.877,2.361,965.995,724.866,Breeze
34.554,79.915,30852.15,2.403,352.684,862.986,Monsoon
34.272,86.524,30181.816,2.406,829.728,178.769,Breeze
26.549,48.122,30279.988,2.418,678.442,439.34,Breeze
36.76,59.306,30177.255,2.465,567.995,552.355,Summer
34.541,78.488,30563.823,2.36,1013.924,591.937,Summer
35.928,46.797,30111.747,2.351,693.407,948.3,Monsoon
31.269,66.794,30189.357,2.459,421.694,138.217,Summer
27.731,80.77,30678.49,2.444,792.838,879.754,Summer
29.567,43.836,30074.415,2.345,1057.068,596.711,Monsoon
37.621,84.339,30743.164,2.3,1012.451,599.165,Breeze
38.132,86.038,30104.333,2.433,1078.889,388.297,Breeze
31.746,57.18,30585.489,2.331,131.739,679.258,Monsoon
29.183,76.739,30997.809,2.491,504.485,681.772,Summer
35.224,48.596,30173.893,2.421,492.978,270.365,Breeze
35.724,77.006,30261.086,2.47,440.678,709.305,Summer
36.417,64.187,30898.427,2.461,220.985,340.036,Monsoon
25.435,80.852,30626.287,2.412,920.453,719.908,Summer
25.136,52.355,30492.531,2.388,750.194,650.749,Monsoon
30,72.597,30562.705,2.399,678.41,744.357,Monsoon
27.135,77.589,30295.495,2.461,508.133,117.73,Breeze
36.27,51.91,30855.322,2.428,445.719,212.829,Monsoon
32.46,79.005,30745.269,2.341,871.515,856.181,Breeze
36.555,85.151,30642.466,2.422,593.714,442.651,Monsoon
27.477,70.107,30931.743,2.381,680.188,853.047,Breeze
33.781,77.533,30578.111,2.312,137.003,156.407,Summer
33.122,66.434,30511.877,2.376,534.487,792.434,Monsoon
29.765,69.317,30975.693,2.346,169.437,175.39,Summer
32.239,43.588,30206.014,2.468,87.602,521.494,Monsoon
33.246,66.069,30141.968,2.321,767.546,943.816,Monsoon
37.453,68.325,30162.283,2.372,324.051,169.91,Monsoon
25.779,72.482,30989.442,2.439,1062.607,415.596,Breeze
36.527,50.453,30652.251,2.479,677.884,566.514,Breeze
38.722,53.62,30305.923,2.367,720.323,909.512,Summer
35.245,76.264,30248.978,2.421,240.6,399.346,Summer
35.323,50.376,30056.639,2.375,167.905,826.337,Monsoon
28.052,61.305,30131.947,2.341,592.187,746.356,Summer
32.323,54.022,30908.173,2.365,1020.35,376.361,Monsoon
34.883,66.988,30747.341,2.427,89.647,406.732,Monsoon
33.432,86.422,30941.56,2.443,573.744,271.911,Monsoon
30.392,80.49,30423.731,2.374,242.62,723.666,Breeze
38.162,54.857,30601.237,2.331,866.723,606.792,Summer
32.196,59.219,30483.671,2.328,759.685,239.457,Breeze
38.578,83.42,30881.385,2.463,134.011,658.063,Monsoon
32.894,82.525,30991.382,2.431,689.481,548.785,Monsoon
36.107,50.063,30932.775,2.446,1082.452,183.331,Breeze
35.388,79.488,30598.056,2.398,595.109,958.333,Summer
34.252,56.095,30061.802,2.391,335.43,851.28,Breeze
25.202,66.927,30617.527,2.342,192.785,163.922,Breeze
26.084,43.224,30097.047,2.334,1088.917,938.141,Summer
33.141,86.938,30138.821,2.331,633.283,925.01,Monsoon
37.765,76.488,30191.345,2.498,430.927,137.965,Summer
33.416,53.636,30363.493,2.464,259.317,281.331,Summer
28.304,73.087,30591.786,2.425,1046.713,732.168,Breeze
29.483,55.906,30333.554,2.343,700.921,941.116,Monsoon
33.724,46.936,30452.267,2.368,91.704,840.803,Monsoon
33.359,61.714,30047.289,2.37,93.608,353.708,Monsoon
38.38,70.004,30619.758,2.396,1035.196,130.095,Breeze
32.407,46.95,30657.032,2.384,789.804,525.599,Breeze
29.97,65.81,30099.39,2.487,140.67,182.766,Summer
32.35,65.654,30785.117,2.444,697.422,320.767,Summer
36.007,70.66,30647.46,2.316,478.792,676.087,Breeze
32.565,53.764,30489.729,2.372,873.912,545.517,Summer
29.565,43.908,30552.86,2.327,322.873,439.047,Breeze
29.741,57.294,30503.046,2.356,439.646,936.966,Summer
35.595,60.538,30053.793,2.492,209.109,273.67,Monsoon
25.93,70.973,30735.149,2.441,300.164,538.73,Breeze
28.847,83.928,30511.811,2.302,232.394,616.146,Summer
27.143,51.949,30172.824,2.366,56.001,389.748,Breeze
38.225,73.243,30680.731,2.388,79.398,734.768,Breeze
26.261,47.286,30695.066,2.421,924.118,880.551,Summer
35.615,51.387,30213.495,2.4,890.07,587.331,Summer
33.826,65.402,30796.495,2.314,180.573,803.203,Breeze
33.859,74.169,30456.505,2.403,744.648,154.865,Breeze
35.688,80.777,30180.61,2.326,827.839,238.404,Summer
30.607,75.732,30657.62,2.404,84.864,515.823,Monsoon
30.61,43.676,30596.727,2.349,124.742,928.918,Monsoon
29.042,73.093,30170.406,2.329,632.429,578.432,Monsoon
33.369,79.285,30872.349,2.358,430.341,489.072,Breeze
38.017,66.123,30854.534,2.32,778.349,640.097,Monsoon
37.936,85.486,30836.245,2.357,626.727,212.019,Breeze
34.841,43.19,30399.228,2.473,63.193,688.313,Summer
37.687,79.021,30824.623,2.361,761.536,184.619,Monsoon
38.489,57.732,30844.795,2.394,248.192,619.114,Summer
36.131,71.62,30996.54,2.404,364.482,742.951,Monsoon
30.71,73.513,30957.605,2.336,817.937,470.357,Monsoon
31.765,56.475,30382.847,2.388,855.241,919.812,Summer
38.038,86.799,30198.204,2.471,400.022,236.829,Summer
34.38,47.543,30292.462,2.316,125.473,253.863,Breeze
36.49,49.909,30494.781,2.485,853.55,565.223,Summer
26.626,82.256,30805.458,2.474,961.125,938.49,Breeze
27.715,48.244,30722.984,2.471,1061.814,451.629,Breeze
29.818,59.777,30787.713,2.34,370.075,933.76,Summer
27.635,75.258,30379.926,2.397,162.522,724.127,Monsoon
37.691,77.826,30246.905,2.423,1033.297,804.3,Monsoon
28.036,85.005,30024.13,2.32,457.749,944.084,Monsoon
32.801,77.741,30626.184,2.411,130.081,615.096,Summer
26.196,80.159,30795.038,2.468,563.696,677.488,Monsoon
27.169,84.773,30889.14,2.487,233.861,621.091,Breeze
28.464,67.362,30476.238,2.356,410.148,806.373,Summer
38.761,58.111,30927.646,2.358,372.775,346.066,Breeze
36.159,76.511,30202.412,2.354,1086.397,809.243,Monsoon
34.43,50.196,30514.378,2.331,714.279,742.191,Monsoon
37.828,46.002,30213.768,2.386,556.229,641.86,Monsoon
38.387,77.555,30188.076,2.457,579.715,134.913,Breeze
31.35,84.83,30953.388,2.442,676.375,797.09,Monsoon
29.588,62.468,30817.741,2.48,963.847,219.183,Breeze
29.414,50.09,30011.8,2.371,186.201,965.775,Summer
25.5,64.869,30268.513,2.414,671.607,173.344,Summer
28.915,60.306,30205.135,2.453,374.736,748.248,Summer
29.971,59.389,30147.134,2.48,641.4,424.383,Monsoon
25.517,70.636,30697.412,2.474,583.972,762.121,Breeze
37.356,50.688,30566.838,2.393,62.03,567.057,Monsoon
36.87,59.741,30453.935,2.481,653.237,666.555,Summer
28.521,81.222,30189.497,2.389,788.859,167.893,Summer
36.236,75.105,30277.618,2.481,293.22,969.831,Monsoon
36.147,45.446,30356.101,2.455,144.349,103.462,Monsoon
29.69,65.612,30785.483,2.344,256.46,947.044,Monsoon
34.759,47.017,30989.189,2.486,710.962,611.425,Breeze
29.058,85.13,30183.977,2.348,531.608,332.443,Monsoon
25.984,53.764,30341.523,2.482,955.876,673.955,Summer
32.067,84.035,30280.202,2.423,334.938,705.607,Summer
31.137,79.696,30044.067,2.433,420.655,757.298,Breeze
26.934,67.26,30219.219,2.322,595.014,114.794,Monsoon
31.868,57.797,30901.614,2.313,522.218,984.504,Breeze
38.291,80.75,30842.858,2.494,616.105,656.122,Monsoon
35.24,49.722,30167.597,2.367,363.935,439.783,Summer
35.344,50.919,30366.163,2.469,208.338,613.585,Monsoon
35.606,52.888,30310.803,2.441,889.548,260.58,Monsoon
35.425,69.299,30147.741,2.421,72.046,322.54,Summer
25.279,56.83,30622.208,2.437,425.585,177.202,Summer
37.946,86.524,30557.298,2.318,123.52,891.31,Summer
36.622,51.585,30426.991,2.382,817.871,326.44,Monsoon
28.844,78.447,30855.498,2.421,421.099,765.739,Breeze
32.738,47.217,30619.711,2.474,62.153,346.779,Monsoon
33.61,58.552,30259.274,2.443,111.187,231.39,Breeze
26.847,53.726,30373.705,2.351,242.501,197.321,Monsoon
28.555,85.981,30150.157,2.497,872,874.22,Monsoon
25.326,44.132,30591.373,2.429,885.132,207.763,Monsoon
37.095,74.753,30586.629,2.4,1096.375,178.434,Monsoon
25.349,53.9,30870.184,2.456,287.788,108.419,Breeze
29.462,78.695,30855.817,2.421,94.668,429.796,Monsoon
26.095,56.694,30836.942,2.442,332.95,948.418,Summer
35.94,51.241,30548.952,2.423,221.337,917.785,Summer
37.95,73.494,30652.02,2.336,790.115,203.547,Monsoon
32.879,54.333,30775.542,2.409,1067.087,111.245,Breeze
26.954,64.364,30091.685,2.357,322.137,775.907,Summer
32.814,48.787,30300.598,2.414,381.637,375.83,Summer
35.785,74.882,30169.09,2.325,405.694,851.209,Summer
35.058,60.901,30511.468,2.346,946.941,293.886,Monsoon
35.384,49.186,30837.668,2.462,648.48,542.988,Summer
28.908,75.63,30230.712,2.381,1072.155,129.651,Breeze
26.032,47.548,30730.904,2.435,701.064,905.243,Breeze
27.085,68.292,30405.824,2.4,785.294,260.178,Breeze
38.377,69.729,30903.075,2.368,125.409,365.233,Summer
33.589,83.935,30626.79,2.399,1048.298,531.73,Summer
35.191,49.643,30976.553,2.463,702.02,344.142,Breeze
37.587,71.747,30245.67,2.356,586.593,136.147,Summer
36.939,59.754,30923.958,2.384,444.522,126.178,Breeze
28.058,60.636,30357.056,2.341,112.444,959.692,Monsoon
25.813,65.08,30621.967,2.37,172.681,392.947,Monsoon
37.952,53.287,30174.508,2.477,42.514,400.952,Monsoon
38.743,63.292,30759.785,2.457,1098.601,930.61,Summer
32.943,73.221,30978.25,2.375,871.33,852.538,Monsoon
37.438,63.113,30787.426,2.326,883.274,718.247,Monsoon
28.245,44.87,30615.797,2.384,811.197,692.655,Breeze
26.555,54.344,30448.214,2.454,547.993,820.977,Breeze
31.997,58.464,30345.236,2.309,124.371,251.988,Breeze
36.357,58.608,30419.013,2.449,107.328,697.847,Monsoon
34.165,46.564,30328.288,2.436,1010.52,188.559,Breeze
33.922,62.781,30832.71,2.313,30.336,213.861,Monsoon
25.244,73.446,30893.111,2.427,778.04,318.48,Summer
29.445,45.142,30949.658,2.36,702.579,738.823,Monsoon
38.153,76.041,30418.362,2.335,566.311,903.291,Breeze
26.88,85.025,30546.219,2.377,1073.197,721.708,Breeze
35.169,43.411,30576.895,2.341,241.997,474.961,Breeze
35.63,51.522,30651.088,2.465,870.257,562.295,Breeze
35.26,66.913,30002.456,2.448,752.078,741.093,Summer
38.85,52.594,30842.69,2.496,1072.642,651.954,Summer
30.729,76.644,30268.141,2.407,1029.457,576.521,Monsoon
34.551,56.734,30472.164,2.318,167.571,313.113,Breeze
27.711,55.92,30841.568,2.374,359.257,655.265,Summer
30.596,43.041,30996.856,2.468,940.356,116.801,Summer
31.882,54.886,30794.884,2.379,274.667,604.049,Summer
28.008,52.578,30024.833,2.391,435.037,838.671,Breeze
37.695,58.103,30368.754,2.382,699.781,261.775,Summer
35.027,49.497,30247.211,2.347,632.318,202.789,Breeze
28.973,69.165,30964.132,2.315,715.449,973.212,Summer
26.889,53.505,30264.229,2.336,793.432,859.117,Summer
29.03,79.597,30943.35,2.373,809.784,371.801,Breeze
33.722,55.521,30937.518,2.349,819.187,287.715,Breeze
36.57,52.278,30839.41,2.415,1091.094,400.635,Breeze
32.044,45.497,30098.072,2.423,411.548,488.102,Summer
26.435,75.556,30001.995,2.414,77.279,838.975,Monsoon
28.49,65.361,30793.883,2.317,403.282,315.283,Monsoon
29.832,48.006,30843.299,2.433,1005.386,748.761,Breeze
33.906,52.739,30962.182,2.377,119.226,936.362,Breeze
28.453,86.944,30218.383,2.476,722.228,441.561,Monsoon
28.275,78.465,30733.146,2.405,482.783,123.442,Monsoon
29.007,58.394,30519.064,2.317,1016.083,844.855,Breeze
33.295,66.872,30328.482,2.302,1023.573,737.572,Breeze
31.897,61.305,30606.291,2.441,870.212,234.163,Breeze
36.783,44.601,30548.199,2.38,135.417,637.215,Monsoon
34.771,77.262,30292.294,2.358,56.445,842.335,Monsoon
34.336,74.547,30268.462,2.389,176.151,262.929,Monsoon
27.165,60.987,30486.58,2.314,374.352,300.612,Breeze
25.773,80.219,30474.037,2.378,288.332,281.603,Summer
32.14,66.529,30302.053,2.363,425.642,997.751,Monsoon
26.003,45.869,30263.731,2.46,183.092,306.569,Summer
30.096,54.414,30954.307,2.335,835.178,340.227,Summer
25.366,63.318,30862.371,2.451,934.467,143.133,Monsoon
27.475,47.552,30816.779,2.4,552.109,984.951,Monsoon
26.545,68.128,30214.284,2.316,1053.484,322.079,Monsoon
36.214,48.305,30189.291,2.494,158.769,752.71,Breeze
29.846,51.822,30809.329,2.447,143.221,123.732,Summer
26.104,82.335,30184.674,2.352,244.427,805.063,Summer
28.717,86.992,30503.536,2.416,1080.646,775.549,Summer
34.559,67.211,30221.422,2.48,475.653,175.738,Summer
35.439,70.265,30378.07,2.486,1018.793,210.342,Breeze
26.678,78.087,30853.454,2.446,246.15,365.598,Monsoon
35.9,73.63,30891.418,2.446,935.33,419.201,Monsoon
30.188,51.029,30996.679,2.355,361.72,805.15,Breeze
34.511,61.114,30943.904,2.498,815.807,155.07,Monsoon
34.401,66.545,30671.251,2.349,1072.674,685.216,Summer
36.11,58.827,30431.726,2.318,1028.336,305.681,Breeze
34.761,50.749,30057.692,2.495,919.521,444.222,Breeze
25.544,75.389,30608.166,2.331,83.721,101.984,Summer
32.273,51.749,30210.681,2.404,680.314,362.011,Breeze
27.327,54.461,30850.136,2.394,923.93,254.204,Summer
38.58,55.607,30548.899,2.47,457.279,553.575,Breeze
28.582,50.118,30733.502,2.379,812.371,242.373,Monsoon
30.882,80.38,30673.495,2.4,177.781,852.236,Summer
27.754,69.867,30347.331,2.309,219.139,894.615,Monsoon
26.884,79.729,30759.086,2.342,718.769,860.761,Breeze
33.413,64.724,30843.375,2.467,497.709,983.623,Breeze
31.905,65.861,30744.13,2.396,263.529,923.182,Breeze
30.245,70.11,30776.807,2.346,332.675,351.809,Breeze
26.196,59.32,30360.016,2.374,692.243,383.015,Breeze
35.303,64.85,30943.688,2.357,806.147,579.394,Monsoon
25.082,67.064,30424.572,2.411,252.147,446.462,Summer
31.407,84.956,30897.05,2.31,1052.058,972.92,Breeze
33.856,81.848,30857.809,2.345,38.751,405.578,Breeze
31.03,48.687,30124.331,2.371,779.067,766.074,Breeze
26.767,44.816,30966.271,2.486,341.371,617.826,Monsoon
35.895,72.935,30996.342,2.425,542.011,960.833,Breeze
29.535,45.165,30606.147,2.401,639.736,770.066,Breeze
26.887,45.655,30783.11,2.338,630.828,373.281,Breeze
32.704,50.008,30933.687,2.412,860.617,277.362,Summer
25.268,58.475,30020.024,2.486,911.499,869.156,Summer
29.537,62.14,30929.99,2.413,108.484,919.913,Breeze
35.509,65.853,30627.366,2.333,782.22,847.985,Summer
37.778,86.661,30828.456,2.499,456.992,763.705,Breeze
33.284,59.95,30540.722,2.4,905.891,389.557,Breeze
28.047,53.681,30530.546,2.364,681.513,554.836,Summer
28.08,68.311,30897.518,2.401,40.953,924.133,Summer
33.454,52.467,30507.472,2.353,743.118,221.408,Breeze
30.695,84.384,30471.789,2.306,1020.51,545.427,Summer
27.482,54.407,30608.189,2.478,118.914,419.958,Summer
36.024,86.557,30518.57,2.386,558.827,709.741,Summer
27.803,61.421,30446.287,2.451,699.663,670.663,Monsoon
29.503,78.758,30180.524,2.494,239.574,604.052,Monsoon
25.86,71.524,30397.4,2.427,726.24,351.654,Monsoon
34.819,84.074,30282.046,2.438,83.284,243.595,Monsoon
28.854,70.519,30400.465,2.489,999.077,805.905,Monsoon
28.26,68.574,30593.158,2.403,846.04,992.574,Breeze
29.247,71.726,30608.852,2.364,1036.895,252.185,Summer
37.238,77.604,30238.661,2.484,477.716,168.213,Monsoon
32.252,82.549,30084.479,2.314,66.598,771.158,Summer
27.21,54.74,30744.438,2.343,395.441,409.47,Breeze
35.843,51.839,30528.571,2.368,581.854,291.703,Summer
27.918,44.511,30442.101,2.456,1031.383,572.613,Summer
30.775,59.283,30129.595,2.481,974.881,707.693,Breeze
32.953,80.232,30414.664,2.39,665.657,293.364,Breeze
33.182,46.074,30818.175,2.357,810.835,995.053,Summer
25.966,66.695,30581.436,2.371,1050.671,395.402,Summer
36.715,73.571,30090.976,2.431,940.133,383.458,Breeze
31.712,79.822,30332.275,2.332,734.937,480.701,Monsoon
38.85,68.671,30979.802,2.409,607.859,770.526,Monsoon
35.044,51.198,30544.507,2.418,539.364,885.932,Monsoon
38.896,85.44,30286.396,2.442,839.572,391.587,Monsoon
31.349,47.165,30913.445,2.421,895.387,206.873,Summer
26.971,76.836,30336.001,2.319,262.879,330.518,Monsoon
35.182,46.809,30729.907,2.438,537.207,175.852,Monsoon
35.889,49.31,30147.221,2.304,855.133,667.31,Breeze
36.94,82.521,30156.493,2.378,753.007,766.627,Breeze
29.22,76.135,30561.314,2.383,662.987,486.34,Breeze
32.15,59.082,30239.823,2.323,376.387,957.516,Breeze
37.005,71.104,30049.332,2.302,681.864,754.771,Summer
37.106,63.119,30926.465,2.314,684.995,441.693,Summer
25.36,45.928,30055.99,2.389,492.703,191.992,Summer
34.393,74.73,30717.438,2.348,1057.521,544.334,Monsoon
33.424,76.583,30332.986,2.314,728.84,553.452,Monsoon
26.167,81.823,30933.505,2.351,940.246,595.528,Summer
38.022,66.788,30986.052,2.406,167.985,714.205,Monsoon
31.235,72.618,30335.431,2.448,839.754,337.944,Monsoon
34.44,62.274,30591.107,2.382,674,102.236,Monsoon
37.359,57.032,30772.985,2.423,359.857,831.56,Monsoon
26.822,61.115,30123.409,2.419,175.907,841.183,Monsoon
36.982,83.117,30709.462,2.479,436.222,920.46,Breeze
35.14,50.224,30906.197,2.336,502.274,972.133,Summer
36.754,53.934,30178.503,2.395,180.616,243.254,Summer
31.928,69.672,30838.71,2.426,747.036,418.485,Monsoon
25.469,48.116,30115.603,2.404,358.607,866.223,Monsoon
34.387,82.242,30568.302,2.39,892.462,940.599,Breeze
30.243,45.078,30339.364,2.495,723.733,113.077,Summer
30.634,76.234,30471.716,2.488,362.238,448.781,Breeze
31.178,59.444,30300.632,2.422,415.221,202.047,Breeze
31.901,45.251,30260.539,2.388,1038.098,809.612,Summer
34.267,80.089,30743.139,2.451,1044.488,772.417,Breeze
35.175,71.18,30223.113,2.403,477.657,778.872,Breeze
35.876,43.39,30408.413,2.499,756.712,451.212,Summer
34.402,54.771,30274.557,2.437,1078.57,465.623,Summer
36.249,58.49,30238.635,2.314,1093.635,335.678,Summer
26.71,57.193,30627.096,2.38,107.184,424.804,Breeze
36.715,64.927,30045.429,2.446,622.244,984.773,Monsoon
30.422,66.179,30788.899,2.468,807.48,141.912,Monsoon
32.403,60.457,30546.234,2.463,229.947,391.607,Monsoon
31.073,57.598,30828.437,2.495,909.438,810.931,Breeze
31.66,65.194,30213.016,2.398,531.246,444.111,Breeze
28.996,44.479,30709.406,2.328,562.594,954.986,Monsoon
27.379,71.389,30420.584,2.43,323.526,398.93,Summer
26.469,69.663,30076.804,2.314,351.158,864.783,Summer
31.32,55.286,30752.476,2.495,120.065,833.585,Breeze
26.754,50.899,30762.187,2.452,1026.722,108.287,Monsoon
28.43,46.211,30270.917,2.496,438.597,462.69,Breeze
26.871,68.843,30916.046,2.375,203.586,352.574,Breeze
26.528,68.032,30763.97,2.303,182.32,531.648,Monsoon
37.354,66.466,30306.757,2.404,465.925,516.494,Breeze
34.436,86.367,30239.109,2.324,706.462,914.977,Summer
37.933,66.388,30440.09,2.436,862.227,265.223,Summer
34.016,74.759,30292.79,2.4,1019.327,263.972,Monsoon
36.815,47.968,30217.023,2.451,710.201,197.26,Breeze
32.774,56.155,30399.101,2.358,480.108,764.786,Summer
31.477,55.12,30025.704,2.466,481.483,926.074,Monsoon
32.399,68.343,30401.411,2.43,644.583,431.654,Monsoon
29.483,57.556,30221.663,2.498,605.704,155.64,Monsoon
34.212,71.207,30264.334,2.336,715.672,240.419,Breeze
37.56,73.364,30082.553,2.31,568.649,192.146,Monsoon
35.953,44.482,30588.932,2.47,93.12,633.106,Breeze
31.468,71.149,30472.009,2.368,565.779,354.068,Monsoon
38.355,48.139,30750.627,2.386,54.111,907.703,Breeze
38.796,63.466,30987.099,2.485,223.251,246.054,Summer
31.903,74.969,30119.534,2.388,444.548,937.14,Breeze
37.105,73.947,30272.425,2.36,619.9,399.465,Summer
25.067,56.192,30682.454,2.312,227.755,880.575,Summer
25.933,54.984,30237.312,2.389,325.642,954.096,Monsoon
25.313,62.37,30030.148,2.431,430.406,987.727,Summer
35.824,51.301,30109.807,2.354,241.02,823.234,Breeze
26.117,85.887,30433.627,2.444,1098.677,191.518,Summer
25.239,58.176,30430.785,2.396,891.043,149.841,Breeze
27.064,83.612,30972.305,2.472,897.702,765.756,Breeze
29.288,82.964,30465.95,2.332,638.684,907.336,Breeze
31.506,59.053,30678.068,2.451,1058.617,249.451,Monsoon
25.916,54.18,30492.201,2.487,813.455,946.961,Breeze
31.986,76.917,30269.918,2.448,384.04,649.205,Monsoon
28.473,53.093,30105.451,2.381,683.264,211.608,Summer
28.841,65.935,30859.074,2.346,611.759,250.33,Summer
36.507,47.87,30152.663,2.32,650.909,159.36,Monsoon
38.817,59.981,30096.894,2.428,904.968,228.894,Summer
31.494,46.439,30213.829,2.329,575.231,758.912,Summer
29.505,55.471,30002.489,2.468,809.645,296.89,Summer
38.04,72.273,30071.965,2.492,298.139,605.489,Summer
32.006,86.618,30635.197,2.327,1027.306,748.973,Breeze
35.225,54.212,30243.548,2.375,122.429,905.75,Summer
30.792,63.826,30338.512,2.487,1093.131,630.934,Breeze
27.836,62.714,30835.3,2.394,706.96,612.746,Summer
34.168,51.103,30772.9,2.407,532.848,921.541,Monsoon
34.308,69.843,30492.248,2.45,362.537,365.414,Monsoon
31.443,74.887,30612.977,2.342,463.502,283.331,Breeze
28.779,49.478,30085.811,2.496,867.193,885.516,Monsoon
36.645,76.313,30761.595,2.456,179.193,167.071,Breeze
28.854,73.807,30516.191,2.332,300.373,270.714,Summer
34.226,51.683,30570.949,2.322,162.388,470.128,Monsoon
30.376,71.554,30665.527,2.487,486.52,425.126,Breeze
31.615,60.322,30500.175,2.437,444.328,735.483,Breeze
27.96,72.97,30521.693,2.308,724.2,182.626,Summer
34.093,64.828,30499.636,2.328,1095.416,529.442,Summer
28.162,45.118,30496.817,2.31,984.824,827.699,Monsoon
31.8,77.627,30750.205,2.495,972.004,715.009,Breeze
29.598,67.446,30427.209,2.4,720.908,668.484,Summer
38.49,74.891,30002.893,2.392,319.551,315.424,Monsoon
38.751,48.547,30612.063,2.491,440.972,454.269,Breeze
35.549,74.736,30952.662,2.401,297.631,262.651,Summer
38.775,61.201,30256.96,2.404,174.54,558.033,Monsoon
26.59,78.168,30816.193,2.497,496.553,625.751,Monsoon
38.893,69.363,30455.49,2.322,990.363,668.063,Summer
26.45,58.616,30642.982,2.497,825.91,888.36,Summer
30.816,51.884,30890.874,2.333,1083.777,155.647,Breeze
28.345,78.901,30771.014,2.395,238.454,449.481,Breeze
38.354,67.648,30884.573,2.368,565.582,631.874,Summer
33.901,86.449,30009.52,2.491,878.559,613.111,Monsoon
33.36,59.434,30187.315,2.397,522.693,119.534,Summer
38.964,73.172,30423.494,2.305,409.908,270.378,Breeze
33.574,70.404,30847.842,2.344,902.999,861.17,Breeze
34.046,71.054,30838.392,2.386,490.43,563.853,Summer
25.627,75.427,30185.14,2.435,1006.875,472.203,Breeze
37.027,49.121,30142.242,2.412,317.189,910.158,Monsoon
38.581,67.184,30834.702,2.47,989.206,167.457,Breeze
38.444,65.402,30541.434,2.466,327.953,930.079,Monsoon
28.095,58.071,30626.77,2.418,339.834,125.005,Breeze
28.163,62.191,30809.206,2.414,480.025,606.403,Monsoon
30.125,65.828,30211.746,2.356,581.919,599.582,Summer
29.343,57.121,30136.485,2.492,477.501,675.161,Monsoon
29.279,55.899,30859.044,2.315,952.5,126.664,Summer
33.473,75.484,30111.774,2.379,881.259,577.467,Breeze
36.279,45.944,30088.181,2.432,361.554,202.253,Monsoon
38.115,56.77,30277.075,2.489,577.326,240.381,Monsoon
25.95,71.763,30316.849,2.4,491.202,293.819,Breeze
28.892,52.186,30241.135,2.479,89.995,651.859,Breeze
28.57,68.18,30741.623,2.321,830.517,451.08,Monsoon
30.004,56.295,30973.354,2.406,224.383,176.804,Summer
30.941,80.105,30199.591,2.363,1029.532,360.112,Breeze
30.448,58.4,30781.852,2.459,455.623,168.959,Monsoon
38.33,53.099,30044.242,2.389,695.816,697.715,Breeze
31.12,66.325,30118.903,2.395,905.58,601.719,Breeze
32.722,48.969,30515.117,2.313,222.918,466.918,Summer
35.481,78.089,30999.609,2.388,609.016,934.909,Summer
35.151,72.921,30949.366,2.316,284.039,566.853,Summer
33.162,76.902,30111.943,2.36,575.348,898.782,Monsoon
37.052,60.551,30239.687,2.325,649.997,621.177,Breeze
33.739,79.74,30945.792,2.367,210.981,439.114,Summer
37.247,64.716,30150.724,2.345,651.476,585.097,Monsoon
29.239,47.167,30742.789,2.357,516.752,236.676,Summer
26.848,52.857,30001.108,2.33,588.54,707.278,Summer
36.473,74.286,30631.712,2.388,998.315,983.92,Breeze
30.355,82.443,30494.6,2.4,547.669,322.694,Monsoon
34.115,47.188,30471.025,2.467,539.479,390.878,Breeze
35.322,81.025,30829.192,2.408,533.327,465.482,Summer
29.574,78.159,30080.734,2.346,696.723,535.134,Breeze
32.072,58.689,30377.332,2.447,423.244,747.193,Monsoon
37.529,73.328,30446.039,2.359,887.455,223.006,Summer
37.317,51.226,30123.927,2.451,336.074,372.219,Summer
35.491,78.789,30085.667,2.377,350.514,584.803,Summer
35.678,71.923,30179.614,2.403,659.963,630.62,Summer
37.568,62.308,30241.048,2.401,308.082,582.967,Monsoon
35.309,81.039,30966.061,2.491,126.242,491.94,Breeze
